TIMESTAMP,ACCOUNT_ID,CONSUMPTION,TOILET,SHOWER,LAUNDRY,KITCHEN,OTHER,
12/1/14 0:00,54f962a1-bd97-593d-b502-2079c72d922b,189,0.250613035,0.394931603,0.068492864,0.03980865,0.246153849,1
12/1/14 0:00,f21b6cf3-af2e-7790-56d1-a66176c3ddad,504,0.28515017,0.377469773,0.066468918,0.020698549,0.250212591,1
12/1/14 0:00,19b7abd7-62e9-a02e-245e-560262278c6c,276,0.275734961,0.320884788,0.098100628,0.042503212,0.262776411,1
12/1/14 0:00,45cf045a-b61e-aaf9-f6b1-f896794c8a84,1068,0.2530323,0.302373499,0.068577453,0.015446144,0.360570604,1
12/1/14 0:00,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,149,0.235155036,0.337579185,0.049854945,0.051128797,0.326282037,1
12/1/14 0:00,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,1282,0.213819071,0.383391379,0.013837303,0.088524581,0.300427666,1
12/1/14 0:00,9f9c8098-2073-e559-a9e4-71b6dc96d920,217,0.249245565,0.313685489,0.081303785,0.087027404,0.268737758,1
12/1/14 0:00,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,1528,0.275555523,0.356514483,0.031514172,0.015396593,0.32101923,1
12/1/14 0:00,9b6a026f-ddeb-81be-5777-39a41823d602,207,0.295927981,0.310139075,0.092645847,0.003642167,0.297644929,1
12/1/14 0:00,9e8007f6-0798-9125-9361-019677794383,137,0.259544536,0.321743939,0.079946445,0.086117565,0.252647516,1
12/1/14 0:00,5e8d49f8-2e2b-7117-b230-eb85805cd986,440,0.246934943,0.342139705,0.045273779,0.001326434,0.364325139,1
12/1/14 0:00,909ba632-9e36-bcb1-4920-f82ffe295326,231,0.267197222,0.361198688,0.017544071,0.084932553,0.269127466,1
12/1/14 0:00,707f7886-a789-866e-d143-9659a90cbe33,77,0.289790423,0.391071861,0.02753037,0.091672481,0.199934865,1
1/1/15 0:00,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,680,0.274630479,0.358482587,0.065567796,0.068635317,0.232683822,1
1/1/15 0:00,909ba632-9e36-bcb1-4920-f82ffe295326,576,0.223516085,0.369111591,0.068733275,0.0835007,0.255138349,1
1/1/15 0:00,5e8d49f8-2e2b-7117-b230-eb85805cd986,287,0.238441464,0.315818618,0.002773804,0.047625846,0.395340268,1
1/1/15 0:00,45cf045a-b61e-aaf9-f6b1-f896794c8a84,836,0.280894558,0.342659018,0.082281548,0.083594128,0.210570748,1
1/1/15 0:00,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,246,0.258590651,0.327352746,0.092477844,0.076151589,0.245427169,1
1/1/15 0:00,707f7886-a789-866e-d143-9659a90cbe33,129,0.299116041,0.303610984,0.063573045,0.091362017,0.242337913,1
1/1/15 0:00,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,1117,0.290003634,0.346984135,0.078212126,0.036433405,0.2483667,1
1/1/15 0:00,9f9c8098-2073-e559-a9e4-71b6dc96d920,567,0.238533386,0.331579415,0.049385812,0.039101697,0.34139969,1
1/1/15 0:00,9e8007f6-0798-9125-9361-019677794383,256,0.205106914,0.372946558,0.008439369,0.066402613,0.347104546,1
1/1/15 0:00,19b7abd7-62e9-a02e-245e-560262278c6c,420,0.250435856,0.362962808,0.026212813,0.032799282,0.327589241,1
1/1/15 0:00,54f962a1-bd97-593d-b502-2079c72d922b,359,0.268522604,0.331904944,0.046874085,0.077486484,0.275211882,1
1/1/15 0:00,9b6a026f-ddeb-81be-5777-39a41823d602,542,0.250651494,0.342534643,0.061715497,0.003665181,0.341433184,1
1/1/15 0:00,f21b6cf3-af2e-7790-56d1-a66176c3ddad,747,0.238865693,0.399988291,0.031492207,0.065096078,0.26455773,1
2/1/15 0:00,19b7abd7-62e9-a02e-245e-560262278c6c,385,0.221119126,0.353068597,0.049060547,0.099257841,0.277493888,1
2/1/15 0:00,707f7886-a789-866e-d143-9659a90cbe33,126,0.294849363,0.303333434,0.087221167,0.07707612,0.237519917,1
2/1/15 0:00,9b6a026f-ddeb-81be-5777-39a41823d602,402,0.290618909,0.35667058,0.033669009,0.096555905,0.222485596,1
2/1/15 0:00,909ba632-9e36-bcb1-4920-f82ffe295326,536,0.20508469,0.352521015,0.045091443,0.056730123,0.34057273,1
2/1/15 0:00,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,185,0.236806875,0.304546687,0.073624725,0.063705302,0.32131641,1
2/1/15 0:00,5e8d49f8-2e2b-7117-b230-eb85805cd986,455,0.216015123,0.397636939,0.047540827,0.050127689,0.288679423,1
2/1/15 0:00,45cf045a-b61e-aaf9-f6b1-f896794c8a84,812,0.264833792,0.327329075,0.058209535,0.057484383,0.292143215,1
2/1/15 0:00,54f962a1-bd97-593d-b502-2079c72d922b,356,0.216667799,0.381487159,0.059141741,0.090795448,0.251907854,1
2/1/15 0:00,f21b6cf3-af2e-7790-56d1-a66176c3ddad,607,0.257431671,0.326283434,0.011235073,0.040397522,0.364652299,1
2/1/15 0:00,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,1066,0.239256049,0.392741384,0.081274371,0.065972389,0.220755806,1
2/1/15 0:00,9f9c8098-2073-e559-a9e4-71b6dc96d920,604,0.254080214,0.392529689,0.025654503,0.050938784,0.27679681,1
2/1/15 0:00,9e8007f6-0798-9125-9361-019677794383,282,0.254603912,0.372351028,0.052522615,0.086145645,0.2343768,1
2/1/15 0:00,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,484,0.279991477,0.323967995,0.053308741,0.093810933,0.248920853,1
3/1/15 0:00,9b6a026f-ddeb-81be-5777-39a41823d602,515,0.284728942,0.399512558,0.081910771,0.079362383,0.154485347,1
3/1/15 0:00,9e8007f6-0798-9125-9361-019677794383,307,0.27018409,0.366238634,0.080714774,0.040591978,0.242270523,1
3/1/15 0:00,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,1094,0.257457394,0.308620472,0.073786263,0.091774735,0.268361136,1
3/1/15 0:00,45cf045a-b61e-aaf9-f6b1-f896794c8a84,895,0.295251725,0.349116901,0.043442456,0.029442099,0.28274682,1
3/1/15 0:00,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,593,0.257200759,0.391773942,0.077016919,0.025007274,0.249001106,1
3/1/15 0:00,5e8d49f8-2e2b-7117-b230-eb85805cd986,477,0.288991634,0.373233687,0.055528475,0.083005407,0.199240797,1
3/1/15 0:00,909ba632-9e36-bcb1-4920-f82ffe295326,560,0.293456553,0.330396263,0.002514255,0.012552251,0.361080679,1
3/1/15 0:00,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,884,0.223105134,0.335513878,0.010722158,0.021803352,0.408855479,1
3/1/15 0:00,707f7886-a789-866e-d143-9659a90cbe33,124,0.259975806,0.377557998,0.034257077,0.07008133,0.25812779,1
3/1/15 0:00,f21b6cf3-af2e-7790-56d1-a66176c3ddad,650,0.283561698,0.326515024,0.033701406,0.004269183,0.351952689,1
3/1/15 0:00,54f962a1-bd97-593d-b502-2079c72d922b,554,0.272082274,0.324524973,0.046899371,0.068484633,0.288008748,1
3/1/15 0:00,19b7abd7-62e9-a02e-245e-560262278c6c,107,0.235579223,0.395402062,0.041608337,0.077358729,0.25005165,1
3/1/15 0:00,9f9c8098-2073-e559-a9e4-71b6dc96d920,668,0.227171048,0.349790164,0.04256386,0.00918619,0.371288738,1
4/1/15 0:00,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,1053,0.249376221,0.332216271,0.041438642,0.001741852,0.375227014,1
4/1/15 0:00,909ba632-9e36-bcb1-4920-f82ffe295326,618,0.267518538,0.364962825,0.001216684,0.010365653,0.355936301,1
4/1/15 0:00,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,609,0.247238305,0.34276448,0.091685478,0.008290726,0.310021011,1
4/1/15 0:00,45cf045a-b61e-aaf9-f6b1-f896794c8a84,745,0.241641113,0.379528403,0.027933863,0.001518963,0.349377658,1
4/1/15 0:00,5e8d49f8-2e2b-7117-b230-eb85805cd986,416,0.294495895,0.367296995,0.076702051,0.074616289,0.186888771,1
4/1/15 0:00,9f9c8098-2073-e559-a9e4-71b6dc96d920,713,0.295674602,0.391427508,0.021837701,0.063084429,0.22797576,1
4/1/15 0:00,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,1177,0.247505718,0.314916992,0.046949509,0.003897483,0.386730298,1
4/1/15 0:00,707f7886-a789-866e-d143-9659a90cbe33,145,0.202478679,0.364270514,0.02187381,0.023684892,0.387692105,1
4/1/15 0:00,54f962a1-bd97-593d-b502-2079c72d922b,386,0.233961278,0.366409653,0.040465854,0.025522584,0.333640631,1
4/1/15 0:00,f21b6cf3-af2e-7790-56d1-a66176c3ddad,646,0.265149564,0.356619742,0.02262745,0.07197285,0.283630393,1
4/1/15 0:00,19b7abd7-62e9-a02e-245e-560262278c6c,224,0.299826909,0.361607075,0.046077011,0.016926537,0.275562467,1
4/1/15 0:00,9b6a026f-ddeb-81be-5777-39a41823d602,490,0.259391856,0.336461202,0.003939701,0.054385081,0.34582216,1
4/1/15 0:00,9e8007f6-0798-9125-9361-019677794383,283,0.204138618,0.395408935,0.06556801,0.082537722,0.252346715,1
5/1/15 0:00,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,1269,0.240578662,0.388563907,0.080582198,0.020644854,0.269630379,1
5/1/15 0:00,f21b6cf3-af2e-7790-56d1-a66176c3ddad,1018,0.200464556,0.383402933,0.048804688,0.088667695,0.278660128,1
5/1/15 0:00,19b7abd7-62e9-a02e-245e-560262278c6c,343,0.213963209,0.315736906,0.09681134,0.001707122,0.371781422,1
5/1/15 0:00,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,1086,0.25454883,0.371316595,0.001471086,0.057262328,0.315401161,1
5/1/15 0:00,9e8007f6-0798-9125-9361-019677794383,366,0.23924108,0.318773364,0.009253625,0.057284683,0.375447248,1
5/1/15 0:00,9b6a026f-ddeb-81be-5777-39a41823d602,414,0.233320335,0.384185728,0.088902855,0.027860801,0.265730282,1
